   ALL_TARGET   ALL_PREDICTED
  11.6731615067   9.4135293961
   8.6450033188   9.7281217575
  10.0669164658   9.2522544861
  11.7311973572  13.2924661636
  11.9788103104  13.1481571198
  10.8654804230   8.7090406418
   8.0761852264   7.9029169083
   8.2776145935   8.4890813828
   6.8871841431   7.8822398186
   8.3419342041   8.5723524094
   6.7026000023   7.8003540039
  16.1108245850  10.0748405457
  11.8838834763   9.8168239594
  10.3386220932   9.8994874954
  11.2598161697  10.8076438904
   8.0833206177   5.9311542511
   8.1967773438   8.2334461212
   9.0788087845   8.8553552628
   6.9080371857  10.3834724426
  13.3665370941  11.0736770630
  10.6488227844   8.2444210052
   7.3648967743  14.1417169571
  14.6416740417  18.7415561676
  18.9480209351  21.0636653900
  15.0937108994  12.1596508026
  14.7734174728  14.9817466736
  12.2458734512  11.6848640442
  11.8176803589  10.0770502090
   9.3004789352  10.4986677170
   7.4496049881   6.8136029243
   6.5799121857   8.8495779037
  12.0216741562  16.4394741058
  19.2830963135  19.8707942963
  21.1418762207  19.9924869537
  14.0991792679  12.2663516998
  12.9126529694  13.5133876801
  17.3541259766  12.8264484406
  13.8661365509  19.5315761566
  20.4960975647  18.4912300110
  21.4546527863  20.8807220459
  19.6609649658  13.6681900024
  11.5292024612  17.1884498596
  14.6245250702  14.3745479584
  12.5593004227  13.6150922775
  12.4940977097  12.8061180115
  11.4955759048  11.4760723114
  13.1828956604  13.9435644150
  16.8690013885  15.1382827759
  16.6770706177  14.5690212250
  13.1442737579  19.8155860901
  21.1342201233  15.8887662888
   9.8307542801  11.0009603500
  14.8779153824  16.6496772766
  15.3063011169  10.6148519516
   9.9779815674   9.5667505264
  10.8989334106  11.0523509979
  11.1336612701   9.3413066864
  10.6681737900  14.5443506241
  15.4069967270  13.9979610443
  12.3866224289  11.5535888672
  16.1695938110  14.5833129883
  15.4457817078  14.5404424667
  11.1323499680  10.3847494125
  15.2999143600  15.6504659653
  15.8351459503  15.3963546753
  12.4370727539  12.7416591644
  13.9271135330  11.9737806320
  12.9192581177  13.7294950485
  13.3123130798  12.1142845154
  12.6190404892  11.3147401810
  15.8505754471  19.5296039581
  17.4469795227  12.0428161621
   8.6801958084   8.2397031784
   9.5704145432   9.0650997162
   8.7779827118   8.5013446808
   8.9182252884   9.6359500885
   9.7937088013   9.2471170425
   9.2657613754   8.5060434341
   9.1652050018  10.2243938446
   7.4868297577   6.3389530182
   7.0247402191   7.4513559341
   7.3266339302   7.8378720284
   8.5407028198   7.8172001839
   8.2476835251   9.1329135895
   8.1770343781   6.3055224419
   6.3574447632   7.7425785065
   8.1861200333   8.2888851166
   6.4461693764   6.3531961441
   6.0406684875   7.0160865784
   7.5159707069   6.8617525101
   7.4611797333   8.4457378387
   8.4103536606   7.1976966858
   7.8063216209   7.6842560768
   7.7290883064   7.9494023323
   8.8810424805   7.7928094864
   7.8348736763   8.6909132004
  10.2240314484  11.2495393753
  11.1131887436   9.8717041016
  10.2441139221  11.4005184174
  11.6380577087   9.6846809387
   8.0400705338  10.4075889587
   9.0561180115   8.4482841492
   8.6933546066   8.1372280121
   7.9725770950   8.7805824280
   8.8260040283   7.8609538078
   8.1220569611  10.4900636673
  14.2596664429  15.9618701935
  15.9180145264   7.3620615005
   7.4126806259   7.7774629593
   8.4886159897   7.3150482178
   6.5594615936   6.1217761040
   5.6143150330   6.1972227097
   9.4980154037   6.2996306419
   5.4629354477   6.0528349876
   6.4714779854  11.1168346405
  12.3667774200   9.9788656235
  11.4327583313  12.1282539368
   8.6759872437   7.1775202751
   9.4529647827  11.9876136780
  11.2010450363  11.5151262283
  10.4753665924   9.9976148605
  10.1921939850   8.8829813004
   8.1951780319   7.6646032333
   7.6811304092   7.9999775887
   8.1681241989   9.6511001587
   7.2060575485   7.1933231354
   8.0238075256   8.2930812836
   7.9851880074   5.5095071793
   5.4072623253   6.1256861687
   6.1666088104   6.0526003838
   7.2892131805   8.1033678055
   8.0609722137   9.4363279343
   7.3238840103   6.8468675613
   8.9798154831   9.5327444077
   9.3433713913  10.7658586502
  10.7433090210  10.3886604309
  10.8058357239   9.7926950455
   8.6217079163  10.7085666656
  10.3485183716   9.5614604950
   9.7456893921  11.9359931946
  16.1532173157  15.1934289932
  14.7618322372  15.5058946609
  18.2693805695  13.4541044235
   9.8460779190  11.0406332016
  12.0996141434  11.7852878571
  10.7693319321  11.1805677414
  10.3307743073  13.6517009735
  14.5277023315  24.4685840607
  27.8554611206  35.4022254944
  28.2347164154  22.9299335480
  28.8140583038  22.5202159882
  19.5299663544  18.8393955231
  21.2577819824  19.1719512939
  11.9659061432  14.7076168060
  16.4152946472   8.2493286133
   9.1298103333   9.5054092407
  10.0306510925   9.9269371033
   9.0625305176  10.6991014481
  12.0324745178  11.8134145737
  16.8651981354  14.4852132797
   7.0946288109   8.9623308182
  10.3502073288  10.3875541687
  11.1257286072  16.6195640564
  21.9161376953  15.4520330429
  11.5472583771  12.3900852203
  12.1808834076  12.9216356277
  16.9111766815  16.8894386292
  17.1016540527  20.6284828186
  27.0892524719  21.6466426849
  15.8412275314  17.2555770874
  14.4086589813  14.6184797287
  15.8152313232  12.7637138367
  10.2679367065   8.6554384232
   9.1314487457   8.5562839508
   8.9845123291   9.9858665466
  13.1563949585  14.3158912659
  13.6430854797  12.3161048889
  11.5944595337   9.1940507889
  10.3404054642  10.7658252716
  11.4695501328  13.2089509964
  12.8917913437  16.1788997650
  16.0096759796  13.2773962021
  11.9673957825   9.7587461472
  10.4746065140  11.1279802322
  10.5707759857   9.0080013275
  10.8523445129  14.1312875748
  14.1218481064   9.8187170029
   8.0702486038   8.0142564774
  11.1498098373  13.3842458725
  17.0800914764  19.6991615295
  19.0814113617  23.7062149048
  22.4937458038  30.0358581543
  11.8651285172  11.9648408890
  12.1620521545   9.8112363815
  12.3463945389  14.5396461487
  11.7579851151   8.4886007309
   8.2509050369   9.0177860260
   9.4821071625  10.3078565598
  11.4761142731   9.9550657272
  12.3079090118  13.5871877670
  13.6427755356  10.6606693268
   9.0595350266  14.1830186844
  20.5806121826  18.7695579529
  13.2652673721  10.3038845062
  11.5819911957  12.6553297043
  13.2293872833  11.1416645050
  13.2094507217  13.7592010498
  11.5324487686   9.4294805527
   7.9109802246  13.1915874481
  22.9832286835  17.2384681702
  11.6959753036   9.2941799164
   9.2890958786  10.5970945358
  11.6019878387  12.2962312698
  10.5164165497   9.6538305283
   9.9812040329  12.2504053116
  11.7348880768   9.7998704910
   8.4534921646  10.9272184372
   9.6443796158   8.8307437897
   8.4795236588   9.6280784607
  10.5667095184  10.6721630096
  11.5138702393  12.6153383255
   8.6555690765   8.7068014145
  11.3522615433   7.4252729416
   7.5927085876  14.1211872101
  11.5643663406  13.3935079575
  12.3319435120   9.2812767029
   9.2519626617   9.8249549866
   8.4118165970   8.2137145996
   9.8371009827  10.8551816940
   9.9769535065   9.7006940842
   8.5564632416   8.7429990768
   8.0646715164   8.6963968277
   8.4036312103   7.3006906509
   7.1665511131   6.9566287994
   6.6551342010   6.0105652809
   6.6489248276   6.5339412689
   7.5121049881   8.9069147110
   9.7808284760  11.4619951248
  13.2075519562  14.9898099899
  17.5653991699  16.1821479797
  12.7397298813  12.9019403458
  16.0761909485  16.4293937683
  12.9935989380  15.8947744370
  13.6613779068  17.5145530701
  11.1169881821  12.9897680283
  13.0483951569   9.9279785156
   8.9585037231   8.3760871887
   8.1506319046   6.8767027855
  10.2354879379  11.7526607513
  13.8136701584  14.9543304443
  19.7340183258  24.8789596558
  28.7080173492  25.4072628021
  26.3731212616  16.8748683929
  14.2171363831   9.1925649643
   6.7373042107   8.4206314087
  10.6983957291  11.1254806519
  10.5089635849   8.8076314926
   7.2351970673   8.3598203659
  10.7617683411  10.5071868896
   9.8985204697  14.5936737061
  14.1660480499  12.7498140335
  11.7421035767  15.1333560944
  15.4285430908  14.7575674057
  12.6399774551  11.7616577148
  10.4994325638  11.7299413681
  13.9654331207  10.8491163254
   8.2117452621   7.0676102638
   7.6095504761  10.0119276047
   9.8000154495  10.9837923050
  13.9301252365  13.2548151016
  11.4875373840   8.0348834991
   8.2623472214  11.8207330704
  11.4382963181   9.6333036423
  10.5983610153  12.4752912521
  10.2033500671  10.3272991180
  14.0557355881  12.3884725571
  12.8859729767  15.5913009644
  19.4439220428  18.7272109985
  24.1839866638  18.2202529907
  17.3961200714  20.4644050598
  20.7703933716  19.5066986084
  24.8682327271  31.5485782623
  27.6699466705  20.9767456055
  12.7373495102  12.1694326401
  13.6191596985  14.9408159256
  15.0539474487  12.8599796295
  14.7101278305  12.3197650909
  12.5301618576  12.3806104660
  13.5684146881  12.9142408371
  14.2722330093   8.0050926208
   9.6106176376  13.2161426544
  13.9200057983   8.6776599884
   7.4592733383   8.6676473618
   8.3094797134   8.3439311981
   7.8769001961   8.0098972321
   9.8274402618   8.7027196884
   7.4696397781   6.5413675308
   9.5208244324  10.3116540909
  10.5725584030   9.9737892151
  13.8181428909  17.4154453278
  11.4366912842   8.6308326721
   8.1659908295  10.3614158630
  10.6700525284  10.1216402054
  10.0831613541   8.8559818268
  11.5512857437  15.4395446777
  14.9575033188  16.5119476318
  18.6314487457  18.7823009491
  15.5998563766  10.1993656158
  12.5010766983  19.2174186707
  20.8455333710  13.5332298279
  14.8344326019  16.0097389221
  22.7136859894  22.6813716888
  11.3150396347  15.0778160095
  16.0140438080  16.2201137543
  15.7297945023  15.7578363419
  12.8921604156  12.6563873291
  13.4052400589  17.1292839050
  29.1685066223  16.1388816833
  10.7655830383  12.0233612061
   9.6331720352   8.1342668533
   8.4069042206   8.4898033142
   8.5804662704  10.3146533966
  10.9790048599  15.1640844345
  13.6892366409  10.4373168945
   9.8190603256   8.6460161209
   7.4912509918  13.9370641708
  10.5683526993   9.2182912827
   9.1574459076   7.8592152596
   9.0810232162  14.5553913116
   8.5198278427   9.7299985886
   8.4155397415   8.6679811478
  17.2691879272  12.9817647934
  10.2253303528   9.3788223267
   8.5833969116   8.6121978760
  12.4575738907  10.7418518066
  10.2666358948   9.7600297928
  13.7900800705  15.9753990173
  10.4075222015  10.5475616455
   9.9243183136   8.6180419922
   7.1994547844   7.4139652252
   5.6725788116   8.7050428391
  13.2891006470   8.9910211563
   8.6909465790  10.4116983414
  10.5380115509  11.3164939880
   9.3510808945   9.7788496017
  13.6875801086   9.0900373459
   9.3158674240   9.6191911697
  10.0332555771  10.3731822968
  11.7702198029  16.2939891815
  17.0902976990  15.3220510483
  17.2228679657  15.0755023956
  13.1671676636  10.6160726547
   8.5450992584   8.1332521439
   9.8924255371   9.8175315857
  11.1669292450  10.9080715179
   9.3569488525   9.2559566498
  10.4146528244   9.5886802673
   8.8343772888  11.5348510742
  15.3656768799  18.4167098999
  18.4646167755  16.2357254028
  14.4078845978  11.3683719635
  18.7872295380  22.2513751984
  18.2507801056  19.5827465057
  15.4142732620  13.2692365646
  17.5841293335  23.1593990326
  22.0019702911  22.7374897003
  25.3892822266  21.0716686249
  22.4588432312  23.6652011871
  16.0140647888  17.3036537170
  10.2535419464  12.8734388351
  21.6417980194  26.9907207489
  16.2629356384  12.4537982941
  10.0942955017   7.7716493607
   8.7737302780  11.0086851120
  15.4657735825  15.8983459473
  22.0346984863  22.2012176514
  22.9380359650  18.8660469055
  12.5414619446   8.4259853363
   6.2462115288   7.5681581497
   8.7468452454   8.0117130280
   9.5993242264   8.9509830475
  11.4307518005  13.0804824829
   8.8165769577   8.0843153000
  10.8912763596  11.8360471725
  10.6388864517   9.0005693436
   9.6870269775  10.8452100754
  12.5107002258  17.1902618408
  20.0789546967  18.5744018555
  19.8562755585  21.9462852478
  19.3356418610  15.8130435944
  21.9927024841  28.6977062225
  28.2237625122  23.7484664917
  24.8232917786  24.5133705139
  20.1974353790  19.3723220825
  15.4589757919  10.6031608582
   7.8687562943   7.9232854843
   9.6069145203  10.6216135025
   9.5829200745  10.6944341660
  12.6877794266  14.9516105652
  17.9258327484  15.0569648743
  15.3125114441  14.5367269516
  12.4138774872  10.0436067581
   7.5917444229   9.1044521332
  10.0013856888  13.6389064789
  14.7196798325  17.4335670471
  15.3859243393  14.4778366089
  15.0287380219  19.6250953674
  12.6152181625  13.1325025558
  11.4679822922  12.0777254105
  13.6079883575   9.6147451401
   8.3485422134   7.3323512077
   9.2800989151  14.4238481522
  13.6591081619  11.6897649765
  11.1631717682  14.2038860321
  14.1724901199  15.8331632614
  19.9938087463  18.9046211243
  18.6578311920  18.8015003204
  13.9163169861  10.0900630951
   7.9654045105   9.5496120453
  11.4204597473  14.2318782806
  14.0067882538  11.5296125412
  14.1118888855  14.5215511322
  16.2204818726  19.7104644775
  24.4485416412  25.6048126221
  30.0636024475  31.4439792633
  30.8898353577  27.3346347809
  22.0163726807  16.7949371338
  13.2104339600  12.0412664413
  13.3184604645  10.3807106018
  10.4041423798  10.0161924362
   9.7976799011   8.5899257660
  11.4100246429  10.1667404175
  12.3290214539  13.4221582413
  10.8119821548   8.8660593033
   8.2999362946   9.6194829941
  11.4444227219  11.5049133301
   9.1627740860   7.5383992195
   7.4895281792   8.2492074966
   8.3729457855   8.8774375916
  10.0956525803   9.0618028641
   8.1570062637   9.3558073044
   8.0924921036   7.4058566093
   6.6535735130  17.7833633423
  19.6710891724  15.6845874786
  12.3704271317   7.7729239464
  10.2383642197  16.1285915375
  20.3397197723  17.3152542114
  11.4421672821   8.6261072159
  10.5695428848  12.1008157730
   9.1697626114   9.8824930191
  14.6203756332  18.5457744598
  16.0424251556  12.7237548828
   7.2574334145   6.5309448242
   6.1086611748  10.5417518616
  10.7039947510  10.5439777374
  10.6550378799   8.8913698196
   8.2300853729  10.2401685715
   7.8755483627   8.9977121353
  10.1149539948   8.8695201874
   9.7348108292  10.4019804001
   8.6833505630   8.7374458313
  10.0545549393  10.3511953354
   7.6497220993   5.7587594986
   6.1665186882   6.0882644653
   6.1855092049   6.1114168167
   6.0428371429   6.5712590218
   6.4571251869   8.4069461823
   8.0033540726   7.0185360909
   9.6691913605  13.3835983276
  13.4576120377  10.8187551498
  11.9251136780  12.9227876663
  12.9806795120  10.8157253265
   7.2548727989   8.6694889069
   6.3030385971   7.1826386452
   7.6359195709   9.8071184158
  12.6482458115  13.9391994476
  17.4771747589  15.7252922058
  16.4734382629  21.7643432617
  22.2829360962  12.3190145493
  10.9483852386  11.0524330139
  12.2824001312  16.2872238159
  12.5945920944  10.0611963272
   9.6481628418   8.8700246811
  13.2185535431  13.1118049622
  11.0498657227  10.2407903671
  12.0170040131   8.5571422577
   8.2068786621   7.8636970520
   9.7927322388  11.7770023346
   8.6920557022   9.2723684311
  16.6747074127  16.8066196442
  12.6208019257  23.1703662872
  22.2822093964  23.4093399048
  19.9423007965  23.4968185425
  26.2640571594  16.2101459503
   6.7623953819   7.5292129517
   7.7571096420   8.1586322784
   8.3227634430  10.9991922379
  10.4552755356  12.5495557785
  11.0716667175  13.1824541092
  12.5655994415   9.7105407715
  18.7865715027  15.4864521027
  15.5159797668  16.6416759491
  16.2328739166  15.3174133301
  17.0846424103  19.0832042694
  26.3341217041  30.4301071167
  17.3317775726  12.8838005066
  11.6819591522  10.6044969559
  12.7610673904  12.2713384628
  12.6371755600  10.5315446854
   9.6140289307   7.4077734947
   8.4272117615   9.1244277954
   9.4293260574  11.0245285034
  13.6632032394  14.5170812607
  15.5540065765  16.9463768005
  17.4860420227  15.1430158615
  12.1784572601  11.4973449707
  11.9102220535  14.0419826508
  12.0399866104  12.2925729752
   9.3101940155   9.4618453979
   9.9483528137  14.2126417160
  14.0358667374  10.8223114014
   9.4169721603   7.0946059227
  10.9762105942  15.0806074142
  15.7708845139  14.3051376343
  15.6000518799  16.7815456390
  15.1961412430  13.2753686905
  12.6444759369  14.2948837280
  12.2071475983  10.8652515411
   9.1902141571   9.6011781693
  10.0059490204   8.3220939636
   7.2305192947   7.7556099892
   6.8911170959   6.8466863632
   6.4804925919   7.5214457512
   8.5575723648   7.2254285812
   7.7553696632   9.4501008987
  10.7998523712  10.5989685059
   9.8823356628  10.1093244553
  10.5432338715   9.5252532959
   8.1683006287   9.4563312531
  11.2199478149  11.9281234741
  11.8196525574   9.3049106598
   8.0589141846   7.5444931984
   6.6672353745   6.8911628723
  12.9412841797  19.0218181610
  12.7772064209   7.8246049881
   8.9763488770  11.8190984726
  13.2509698868  10.1563701630
   9.4826183319  10.6807479858
  10.0055675507  11.4442901611
  10.4974098206   7.8776917458
   7.6152071953   7.0637717247
   7.7830610275   6.7959370613
   7.6935591698   9.5547952652
   7.6729383469   9.9256715775
  12.0047445297   9.5320425034
   7.9614920616  11.8592462540
  12.5451164246  12.2430858612
  14.1599445343  11.8349361420
   6.4204664230   7.6623697281
   5.5051269531   5.7389554977
   5.7534742355   7.0273509026
   7.4543824196   7.6171479225
   7.9745306969   6.7008295059
   7.3890433311   7.1863179207
   7.5487499237   8.8045387268
  11.3497819901  11.0079193115
  10.3991765976   9.4690904617
  10.3704605103   9.3603773117
   7.8278012276   7.7161669731
   5.5995206833   7.1388778687
   8.4837951660   8.0122747421
   7.6308293343   7.9665527344
   7.4908375740   6.7440795898
   8.0647211075   7.4667286873
   7.2834892273   7.8135552406
   7.7431130409   8.3560924530
   9.1356916428   8.3669576645
   7.2261800766   7.3006086349
   9.3537464142   7.8421535492
   6.3963937759   7.3366751671
   7.8024368286   8.8239755630
  10.5427989960  11.4992551804
  11.8180160522  10.6485176086
   7.6489815712   7.9606676102
   8.9669618607   9.7481384277
   9.3021659851  14.9028034210
  13.8663978577  12.1538991928
  13.8474779129  14.0684661865
  12.3302030563  10.6747636795
  10.0397138596  10.7181873322
  16.8226146698  16.8812160492
  12.6305484772  20.0562839508
  16.7114162445  15.8535957336
  16.3226013184  12.4417705536
  10.4883003235  12.7543087006
  14.1562690735  13.9148797989
  15.6198310852  15.4982852936
  15.6544027328  14.4799280167
  20.3029251099  18.9526195526
  18.9224319458  19.0804672241
  18.9086933136  14.9185628891
  10.4390926361  10.0768184662
  11.9091405869  11.5269708633
  12.3099880219  14.9766521454
  16.2507419586  13.4351911545
  10.1692304611  11.6923093796
  15.3478460312  12.8636875153
  17.3493633270  21.1172237396
  17.6594982147   9.5215072632
   9.5240678787   9.7801246643
   9.4833936691   9.5520210266
   9.2974557877   7.6738014221
   6.3413896561   9.0933752060
  13.6371002197  15.6005659103
  16.0984210968  15.1934785843
  18.7859630585  15.3422508240
  12.3740100861  10.8679666519
  12.3589115143  11.4771356583
  10.7363538742   8.4345750809
   9.3824605942  13.1854448318
  14.4668245316  13.4408779144
  16.0044422150  16.5323657990
  19.6058483124  18.2486877441
  15.9642057419  13.3948545456
  11.0475063324   9.9870328903
  10.0767965317  15.6762218475
  14.4734725952  13.0032539368
  14.8029260635  12.4967060089
  11.8860435486  10.7172870636
  11.8462257385  10.1142950058
   7.4446454048   7.2748904228
   9.1015434265  12.7517604828
  16.5619831085  24.4801387787
  21.5574378967  14.8855581284
  12.3371038437   8.5496091843
   7.9509868622   7.7750339508
   7.8901696205   7.7778210640
   8.5860691071   8.3576955795
   8.5153617859   7.2180256844
   7.7416200638   8.0223054886
   8.2807865143   8.7138319016
   8.7085914612   9.4503250122
   8.8159551620   8.3297672272
   8.5267114639   8.1607360840
   7.9723963737   6.5731458664
   6.4484100342   6.6948304176
   7.2942218781   8.2063102722
   8.5068683624   8.0942726135
   7.8489565849   7.6432785988
   7.0961914062   5.9100480080
   6.9135289192   7.6309943199
   8.9678707123   9.9237298965
  10.2573928833   8.8297338486
   8.9160680771  10.9317636490
  12.2909097672  13.0271081924
  11.8884143829   9.3483095169
   8.9344367981   8.2977733612
   7.9865250587   7.2450871468
   8.0305719376   7.9215283394
   8.0032625198   6.3914551735
   6.9832348824   6.8169722557
   6.4917440414   6.3462896347
   6.5883517265   6.9711880684
   7.8443326950   8.3547077179
   9.5356225967   9.9570541382
   8.5901451111   8.0605297089
   7.4081010818   9.1080589294
   8.0136661530   9.3215122223
   9.3350305557   9.4842548370
   9.8245592117  10.3918895721
   8.0526866913   8.0435314178
   6.7711029053   6.2154688835
   8.3628683090   8.3425121307
   8.3919181824   9.9084835052
  12.7874088287  14.6511859894
  10.4611520767  10.9818115234
  14.3723897934  16.6932487488
  16.4699134827  14.4442415237
  15.6303424835  14.7863302231
  11.9093446732  10.4061698914
  10.4728145599  11.0198221207
  12.4165811539  12.0444765091
   8.8275585175  10.1711015701
   9.6102418900   9.3256626129
   9.3190717697   9.1527662277
   9.4074697495   9.3464927673
  12.1105794907  13.4869403839
  13.1125736237  11.9926013947
  11.0680131912  12.1126298904
  13.3115358353  12.6401500702
  10.4493789673  10.4377040863
  10.4377593994  10.3951225281
  10.4659690857  13.5328483582
  12.9258766174  13.5958070755
  14.6254434586  14.0588254929
  19.1080665588  13.2521858215
  12.5364408493  11.8740844727
  12.8797245026  12.9550828934
  13.6160573959  11.4757585526
  10.5197219849  15.1093826294
  22.9698677063  16.6123600006
  10.5225582123  17.6630058289
  22.6498088837  20.0710678101
  12.9814033508  10.0092668533
  11.1066761017  10.4606275558
   9.3795471191   8.6723003387
   9.6068515778  13.3881301880
  14.1846418381  12.6090993881
  10.4310140610   9.1583766937
   7.9990019798   7.4169664383
   8.0150690079  10.1899766922
  12.5158214569  16.3547840118
  18.0027256012  15.3698949814
  14.6768045425  19.4217300415
  21.7664966583  17.7151374817
  21.9687576294  21.1478195190
  22.4173126221  24.1498756409
  17.2056846619  13.2131452560
  18.7644233704  14.8396825790
  12.6923294067  10.1808757782
  11.1543560028  16.4452972412
  16.2129287720  15.3809452057
  17.5496158600  21.6063709259
  20.9107780457  18.0525531769
  14.6635990143  13.4892234802
   9.2698144913  12.7513198853
  14.7614870071  14.3355770111
  14.6603078842  15.0709629059
  16.8749332428  15.9188890457
  15.1588315964  13.7777194977
  19.0095844269  23.3037548065
  21.7187213898  14.3978519440
  16.1515827179  21.6252918243
  23.5810604095  15.8651552200
  12.3475198746  10.0438156128
  11.3848123550  13.2298326492
  13.6713829041  13.0879201889
  11.7836093903  10.2093439102
  12.5159387589  14.0904836655
  13.9363927841  14.0295438766
  11.6045913696  11.0078353882
  14.9597597122  16.3794956207
  16.9523983002  15.5585527420
  14.1848154068  12.9207382202
  15.8079204559  16.3299121857
  17.7466011047  12.1474685669
  10.7867221832  14.9777345657
  15.6794033051   9.9391803741
  12.3732776642  13.2959070206
  11.4587659836   8.6064233780
  11.7760038376  18.1235904694
  14.2810182571  12.5936899185
  13.4625549316  17.2442989349
  17.1797428131  14.9516954422
  12.7015705109  11.4723157883
   9.8397226334   9.4924364090
   9.6213521957   8.6961631775
  11.6857461929  10.0291852951
   9.7029323578   9.6831808090
   9.9210777283  12.6119203568
  10.8752365112   8.5158290863
  11.9730854034   9.9050903320
   9.3130187988   9.1751346588
  10.4216060638  14.7988634109
  16.2802276611  13.5926618576
  14.0308980942  13.7822809219
  12.5226745605  10.7452468872
  12.9195070267  14.3794145584
  15.0714578629  13.3672800064
  11.0403652191   8.4130029678
   6.6892900467   5.7310786247
   7.2949714661   6.5986051559
   6.9044456482   9.1007699966
  11.0255613327   9.6880216599
   7.6580128670   9.3659057617
   8.5696649551   8.2346858978
   8.9452505112   7.6008958817
   6.9256615639   6.9513950348
   7.6076455116   9.6507349014
   9.3342809677   8.3749856949
   8.2902431488   6.5820555687
   8.2989282608   8.1387529373
   6.8765406609   8.2189397812
   9.3383064270   9.5336513519
   9.7157421112  10.0818319321
  10.3187122345  11.3661413193
  11.0544071198  11.6289386749
   9.8877639771   7.9735698700
   6.4129285812   6.5676050186
   6.4188289642   5.8768024445
   6.8948574066   7.1587381363
   6.7441492081   6.7444372177
   6.1531071663   6.6253604889
   8.9549703598   8.3403892517
   8.0323553085  12.0814981461
   7.6870551109   7.1892304420
   7.4825959206   8.3922338486
  10.1423158646   9.2073545456
  10.1830167770   8.7072849274
   7.9967331886   7.7632536888
   7.3989419937   8.9364881516
   8.3985776901   7.7576389313
   9.1770000458   8.7111968994
   8.9037551880   7.9616131783
   6.8284330368   7.5273380280
   8.2565565109   9.2910184860
  10.3461341858  11.5201597214
  13.2286472321  12.0373344421
  11.0264577866   9.4461660385
   8.7915906906  10.7177753448
  13.9664945602  13.1315431595
  12.4165372849  10.7446556091
  10.7115211487  12.2830238342
  14.1308050156  17.0736732483
  14.8084831238  14.3870840073
  15.6771326065  17.3024101257
  16.7080268860  17.7790355682
  16.2530994415  13.2481460571
  13.4508323669  10.5713806152
  12.4784564972  18.9647731781
  17.7741088867  15.3329505920
  12.1903705597  17.8977336884
  16.5718441010  11.2224817276
  12.5936231613  10.5422229767
   8.7755126953   8.7798080444
   7.8003964424   6.2499547005
   8.4900999069  10.6769990921
  10.0835037231   9.3550338745
   8.9331684113   8.4119625092
   7.9783792496  10.4225263596
  11.1992063522  11.2597064972
  11.2700061798  14.9922132492
  17.6485233307  21.1538391113
  15.1151304245  16.1381187439
  17.1017189026  17.3435688019
  18.0312004089  19.0102272034
  20.2505931854  14.6408205032
  20.0792045593  22.7571544647
  21.6519432068  24.6035137177
  21.2956428528  17.1175575256
  10.3106422424   9.3557577133
  10.1905555725   9.2691345215
   7.1145563126  10.0974082947
  10.0205011368   9.4488906860
  10.2147312164  10.2795009613
   8.5875520706   8.7970819473
   9.9891929626  11.3916444778
  11.3212652206  10.9376106262
  10.2806110382  10.1724138260
   9.1408567429   9.3516864777
   9.4490261078   6.3725380898
   6.2475104332   6.6584868431
   7.3812813759   9.5814132690
   9.1157236099   7.9427714348
   7.4709663391   8.9813632965
  12.5424461365  13.6258401871
  12.8166694641  12.3537445068
  12.7740049362  13.5787782669
  12.2466306686  13.8458862305
  15.0206356049  14.0045452118
  10.6096639633   9.9902391434
  13.5904350281  15.8861846924
  11.7158308029  10.2617788315
   8.5784616470   8.0621328354
  10.0470809937  11.1588478088
  12.5961351395  10.4488811493
   9.2711324692  14.4696855545
  20.5448894501  20.2925033569
  11.6340579987   8.6288681030
   6.3818693161   9.2078704834
   8.5637903214   6.8473072052
   6.9546942711   7.5018143654
   8.5116567612   9.0202627182
   8.8288364410   7.3833098412
   7.8670101166   8.7449331284
  11.2151336670  13.0761899948
  13.9479618073  11.2731285095
  12.6056213379  11.1855096817
   9.8217449188   9.5857105255
   9.9196929932   9.6984176636
   8.5578794479   8.5399732590
   8.9209928513  10.3341341019
   8.5362176895   9.3814592361
   7.9051485062  10.0367898941
  10.6812896729  10.9633903503
   8.6942405701   7.4735479355
   7.5048384666   6.9030671120
   7.5173358917   9.9103918076
   9.7773828506   9.4040870667
   8.2959365845   6.2752151489
   6.0611929893   5.7933921814
   7.5496850014   8.3098602295
   8.4632625580  12.7137842178
   9.2511606216   7.9757127762
   7.4092979431  11.9561510086
  12.9831466675   7.2927255630
   6.9201006889   9.2061834335
   6.9186782837   6.6186127663
   7.5986280441   8.3415355682
   8.9066820145   8.1768493652
   7.7372393608   5.8836350441
   6.8809528351   6.9110889435
   7.4602489471   9.3696336746
   8.3171634674   7.7242755890
   6.9547367096   7.7770600319
   6.0470485687   7.1237177849
   5.3999514580   5.5057826042
   6.6550850868   7.5975756645
   8.4743804932   8.1764230728
   9.1424503326   7.7869267464
   7.7803201675   8.9811668396
   8.7140827179   7.2073259354
   7.0381679535   6.7713294029
   8.5871725082  10.1898927689
  10.8495407104  11.9389114380
   9.9533481598  13.0823526382
  12.8108644485  18.3314743042
  12.6513566971  10.3394622803
   7.2102127075   6.6460614204
   8.4866857529   9.2337856293
   7.7780065536   8.0721559525
   9.2545652390   8.1922235489
   8.0413103104   9.5074548721
   9.9176959991   8.1903028488
  10.9230356216  13.0990171432
  13.5503034592  17.4855270386
  14.3723211288  11.5968074799
   9.3770723343   8.4318075180
   8.6972951889  12.0214948654
  13.1791839600  15.8976535797
  16.0675811768  12.0471200943
